id,plan_id,question,topic,plan_type,comment
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_check_motivation-0,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,What interests you about this position at [company name]?,questions_to_check_motivation,screening,
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_check_motivation-1,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,Why are you looking to leave your current job?,questions_to_check_motivation,screening,
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_check_fit-0,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,Can you describe your experience with [specific skill or tool mentioned in job description]?,questions_to_check_fit,screening,
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_check_fit-1,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,Tell me about a project where you successfully [specific task mentioned in job description].,questions_to_check_fit,screening,
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_check_fit-2,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,How do you prioritize your tasks and manage your time?,questions_to_check_fit,screening,
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_check_fit-3,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,Have you worked in a similar industry before?,questions_to_check_fit,screening,
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_check_fit-4,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,Tell me about a time when you had to resolve a conflict with a coworker or client.,questions_to_check_fit,screening,
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_clarify-0,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,Can you provide more details about your experience with [specific task or technology mentioned in CV analysis]?,questions_to_clarify,screening,
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_clarify-1,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,How do you handle stress and tight deadlines?,questions_to_clarify,screening,
ccf3a782-ae0f-4ab2-8ece-5679c467c4c0-questions_to_clarify-2,ccf3a782-ae0f-4ab2-8ece-5679c467c4c0,Do you have any experience working remotely or in a remote team?,questions_to_clarify,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-icebreaker-0,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,Tell me about yourself and your experience in this field.,icebreaker,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-questions_to_check_motivation-0,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,What interests you about this position?,questions_to_check_motivation,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-questions_to_check_motivation-1,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,Why are you looking to leave your current job?,questions_to_check_motivation,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-questions_to_check_fit-0,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,Can you tell me about your experience with [specific skill required for the job]?,questions_to_check_fit,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-questions_to_check_fit-1,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,Have you worked with [specific software/tool required for the job]? How proficient are you with it?,questions_to_check_fit,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-questions_to_check_fit-2,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,Tell me about a project or task related to [specific job responsibility] that you successfully completed.,questions_to_check_fit,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-questions_to_check_fit-3,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,How do you handle tight deadlines and multiple projects at once?,questions_to_check_fit,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-questions_to_check_fit-4,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,What experience do you have working in a fast-paced environment?,questions_to_check_fit,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-questions_to_clarify-0,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,I noticed that you have had multiple job changes in the past few years. Can you tell me more about the reasons for those changes?,questions_to_clarify,screening,
7d6d841a-a55e-45b6-abd4-bc4d2d87f05a-questions_to_clarify-1,7d6d841a-a55e-45b6-abd4-bc4d2d87f05a,Your CV mentions that you have experience with [specific industry]. Can you give me more details about your role and responsibilities in that industry?,questions_to_clarify,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-technical_questions-0,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'What is the purpose of Docker in a machine learning environment?', 'A': 'Docker allows for containerization of machine learning models and their dependencies, making it easier to deploy and run ML models consistently across different environments.', 'Bonus': 'In a machine learning environment, Docker enables easy reproducibility and scalability by encapsulating the ML model, its dependencies, and the underlying infrastructure in a lightweight, isolated container.'}",technical_questions,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-technical_questions-1,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'How do you handle class imbalance in a binary classification problem?', 'A': 'There are several techniques to handle class imbalance, such as undersampling the majority class, oversampling the minority class, or using a combination of both. Additionally, you can use techniques like SMOTE (Synthetic Minority Over-sampling Technique) to generate synthetic samples of the minority class.', 'Bonus': 'Class imbalance in a binary classification problem can be handled by adjusting class weights during training, using cost-sensitive learning algorithms, or by employing ensemble techniques like Bagging or Boosting.'}",technical_questions,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-technical_questions-2,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'What is the purpose of Git in version control for machine learning projects?', 'A': 'Git is a distributed version control system that allows multiple people to collaborate on the same codebase by keeping track of changes made to files. In the context of machine learning projects, Git helps in managing code versions, tracking modifications to ML models, and facilitating collaborative development.', 'Bonus': 'Git not only helps in version control of code but also enables the tracking of changes made to datasets, experiment logs, and model weights. It also makes it easier to revert to previous versions of code or datasets if necessary.'}",technical_questions,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-technical_questions-3,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'What are the differences between pooling layers and convolutional layers in a convolutional neural network?', 'A': 'Pooling layers are used to reduce the spatial dimensions (width and height) of the input without changing the number of channels. They achieve this by either taking the maximum or average value within each local region of the input. On the other hand, convolutional layers apply filters to the input to extract features, convolving the input with each filter to produce a feature map.', 'Bonus': 'Pooling layers are non-parametric operations and do not have trainable parameters, whereas convolutional layers have learnable parameters (weights and biases) that are updated during the training process. Additionally, pooling layers help in reducing the spatial dimensions, whereas convolutional layers are responsible for feature extraction.'}",technical_questions,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-technical_questions-4,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'What is the purpose of virtual environments like Anaconda or virtualenv?', 'A': 'Virtual environments allow for the creation of isolated environments for Python projects. They help in managing dependencies and ensuring that different projects can have different versions of libraries without conflicting with each other.', 'Bonus': ""Virtual environments like Anaconda or virtualenv provide a controlled environment for Python projects, allowing easy installation and management of libraries. They also facilitate reproducibility by ensuring the project's dependencies are explicitly defined and can be shared with others.""}",technical_questions,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-technical_questions-5,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'How does dropout regularization work in neural networks?', 'A': 'Dropout regularization randomly sets a fraction of the input units to zero at each training step. This helps in preventing overfitting by forcing the network to learn redundant representations. During testing, no units are dropped out, but the activations are scaled down by the same factor as during training to ensure consistency.', 'Bonus': 'Dropout regularization is an effective technique to prevent overfitting in neural networks. By randomly dropping out units during training, the network becomes more robust and generalizes better to unseen data. Dropout can be seen as a form of ensemble learning, where different subsets of the network are trained on different subsets of the data.'}",technical_questions,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-questions_about_tasks-0,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': ""Describe your experience implementing Open AI's published 'Whisper' speech-to-text model in a production environment."", 'A': ""I have worked on implementing Open AI's Whisper model in a production environment. The model was trained on a large dataset of multilingual speech recordings and was fine-tuned for an application-specific task. We handled data preprocessing, model inference, and deployment using Docker containers."", 'Bonus': ""In the implementation of Open AI's Whisper model, we faced challenges such as optimizing the model for real-time inference, handling large-scale data streaming, and ensuring robustness to various accents and speech patterns. We also utilized techniques like CTC (Connectionist Temporal Classification) loss for training the model.""}",questions_about_tasks,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-questions_about_tasks-1,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'What is your approach when it comes to balancing fundamental ML research and applied ML engineering?', 'A': 'My approach is to strike a balance between fundamental ML research and applied ML engineering. While fundamental research is essential for innovation and pushing the boundaries of AI, I prioritize applied ML engineering to deliver practical and scalable solutions. This involves leveraging existing research and models, optimizing them for specific tasks, and collaborating with other engineers to combine and improve existing results.', 'Bonus': 'In my experience, collaboration with domain experts, application-specific fine-tuning, and knowledge transfer from academia to industry are crucial in bridging the gap between fundamental research and applied ML engineering. It is important to stay up-to-date with the latest research advancements while keeping an eye on practical use cases and real-world requirements.'}",questions_about_tasks,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-questions_about_tasks-2,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'Give an example of how you collaborated with other engineers to combine and improve existing results.', 'A': 'In a previous project, I collaborated with a team of engineers to improve the results of a recommender system. We started by reviewing the existing models and their performance metrics. We then conducted experiments to identify the strengths and weaknesses of each model. Through iterative development and knowledge sharing, we were able to combine the best components of different models and achieve significant improvements in recommendation accuracy.', 'Bonus': 'Collaborating with other engineers to combine and improve existing results involves understanding the strengths and limitations of each approach, identifying complementary features or techniques, and designing experiments to evaluate the performance of different combinations. Effective communication and aligning on common goals are crucial for successful collaboration.'}",questions_about_tasks,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-questions_about_theory-0,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'Explain the bias-variance trade-off in machine learning.', 'A': ""The bias-variance trade-off is a key concept in machine learning. Bias refers to the error introduced by approximating a real-world problem with a simplified model or by making assumptions about the data. Variance, on the other hand, refers to the model's sensitivity to changes in the training data. When a model has high bias, it may underfit the data, resulting in poor performance. When a model has high variance, it may overfit the data, performing well on training data but poorly on unseen data."", 'Bonus': 'The bias-variance trade-off can be visualized as a U-shaped curve. As the model complexity increases, the bias decreases (the model fits the training data better), but the variance increases (the model becomes more sensitive to noise in the data). Finding the right balance between bias and variance is crucial. Techniques like regularization and cross-validation can help in managing the bias-variance trade-off.'}",questions_about_theory,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-questions_about_theory-1,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'What is the curse of dimensionality in machine learning?', 'A': 'The curse of dimensionality refers to the challenges faced when working with high-dimensional data. As the number of dimensions (features) increases, the available data becomes sparse, which leads to increased computational complexity and a risk of overfitting. The curse of dimensionality negatively impacts the performance of machine learning models, as it becomes harder to distinguish meaningful patterns from noise in high-dimensional spaces.', 'Bonus': 'The curse of dimensionality affects various aspects of machine learning, such as feature selection, feature engineering, and model training. To mitigate this, techniques like dimensionality reduction (e.g., PCA) or feature selection methods (e.g., Lasso) can be used. Additionally, domain knowledge and context-specific feature engineering can help in reducing the impact of high dimensionality.'}",questions_about_theory,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-questions_about_theory-2,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'What is the difference between L1 and L2 regularization?', 'A': ""L1 and L2 regularization are techniques used to prevent overfitting in machine learning models. L1 regularization (Lasso) adds the absolute value of the coefficients to the loss function, promoting sparsity in the learned model. L2 regularization (Ridge) adds the squared value of the coefficients to the loss function, which smooths the model's weights and prevents them from becoming too large."", 'Bonus': ""L1 regularization encourages the model to use a subset of the most informative features, leading to a sparse representation and feature selection. L2 regularization, on the other hand, ensures that all features contribute to the model's predictions but with diminishing weights as the features become less informative. L2 regularization typically leads to smoother decision boundaries compared to L1 regularization.""}",questions_about_theory,screening,
444a56ba-70a5-4e04-a9e4-87d9ba6af3e4-questions_about_theory-3,444a56ba-70a5-4e04-a9e4-87d9ba6af3e4,"{'Q': 'What is the vanishing gradient problem in deep neural networks?', 'A': 'The vanishing gradient problem occurs during the backpropagation algorithm when the gradients of the loss function with respect to the parameters of early layers in a deep neural network become extremely small. As a result, the weights of these layers are updated very slowly, hindering the learning process. The vanishing gradient problem is more prominent in deep networks with many layers, especially in networks with activation functions like the sigmoid function.', 'Bonus': 'The vanishing gradient problem arises due to the chain rule of differentiation. As gradients are multiplied during backpropagation, the effect of small gradients is compounded in deep networks, leading to their disappearance. Techniques like careful initialization, using activation functions like ReLU (Rectified Linear Unit), and batch normalization have been proposed to mitigate the vanishing gradient problem.'}",questions_about_theory,screening,
